"Species","Tissue Class","Tissue Type","Cancer","Cell name","Cell marker","Source","Supports","Detail"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Uckl1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Mesenchymal progenitor cell","Uhrf1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Uhrf1bp1l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Unc5d","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Immune cell","Unc93b1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Myeloid cell","Unc93b1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Upk1b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Clara cell","Upk3a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Wnt2+ cell","Upk3b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Uprt","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Uqcr10","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Utp11l","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Vamp8","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Vav1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.C","Vcam1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Vcam1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Type I pneumocyte","Vegfa","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Endothelial cell","Vim","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Vldlr","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Vps13d","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Vps4a","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Vsig2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Vstm4","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Ciliated cell","Wdr16","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Wdr25","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Wdr31","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Wdr60","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Wdr81","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Wfdc18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Wfdc2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Wnk2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Lee et al.Cell.C","Wnt2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Wnt2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Wwc1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Xdh","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Xrcc6bp1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Ypel2","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zbtb18","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zbtb24","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Pericyte","Zbtb43","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zfand2b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zfhx3","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zfp385b","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zfp428","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zfp654","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Epithelial cell","Zfp7","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zfp91","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Zim1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zmiz1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zranb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Fibroblast","Zranb1","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Brush cell (Tuft cell)","Zxdc","Single-cell sequencing","1","DETAIL"
"Mouse","Lung","Lung","Normal cell","Matrix fibroblast","Zyx","Single-cell sequencing","1","DETAIL"
